RT @PlanetPonzi: #TSLA #Musk's #Tesla Drops 4% As Broker Downgrades #Stock To Sell. Is That A Bubble I Hear Popping? Look Out Below! #NASDA…
#TSLA #Musk's #Tesla Drops 4% As Broker Downgrades #Stock To Sell. Is That A Bubble I Hear Popping? Look Out Below! #NASDAQ Dot Com Bomb 2.0
if your still holding #TSLA short from my 239 $$ area tweet 2 days ago. you have $1000 per lot of 100 shares. You could book half here.
TSLA On Watch for a short set up#TSLA#OPTIONSTRADE https://t.co/qvwHXHl9oh
@firehorsecaper With #TSLA finally cracking are you ready to start buying puts?
Shorting Tesla: Waiting For An Inflection Point https://t.co/8Y5lXgMPnx #TSLA
Shares in Focus: $TSLA https://t.co/RHQ3EokzSa | Devonshire Research Short #TSLA https://t.co/wQghV4tNnT #automotive https://t.co/qE450RkU1E
#tsla absolutely STUPID here at $239 a share. Going to be awesome for those that short here and wait till $100 no doubt. #guts $$
#Tesla is a Sucker's Bethttps://t.co/1uPjI6LXpD#TSLA #Nevada
Tesla Motors: The Case For A Short Position - Seeking Alpha https://t.co/8WYlOYRdMj #tesla #teslamotors
Tesla Motors Inc (NASDAQ:TSLA) Stock Slides On Devonshire Research's Bearish Note - Daily Caller https://t.co/CNv6Hknywu #tesla #teslamotors
RT @GreenCarReports: #Tesla hasn't even unveiled the Model 3 yet and GM is already producing the 2017 #Chevrolet Bolt EV. https://t.co/1Sgi…
TSLA (NASDAQ) | $237.33 | +4.59 (+1.97%) - https://t.co/7rFT65z1sS #GoogleAlerts #BorrowingAllCurrenciesExceptUSDollar Buying $TSLA #TSLA
#borrowing #Rubles $BTC Buying @teslamotors_101  #TSLA $TSLA @elonmusk @ecurrencies 1 $BTC = 1.5 $TSLA @PenBancorp  https://t.co/gbT92xLT7s
Why Tesla’s (#TSLA) Reaction to Earnings Makes it a Buy... https://t.co/sVoSVWOwv2 #teslamodel3
Why Tesla’s (#TSLA) Reaction to Earnings Makes it a Buy... https://t.co/VSL6tEK564 #teslamodel3
